#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,price
1055,52.37334317,4.901969333,0.672053673,2,1,1,1,1,1,3,21,Not Possible,Entire home/apt,150
1056,52.35195567,4.902034253,3.031458024,4,1.5,1,1,2,1,3,0,Not Possible,Entire home/apt,150
1057,52.36461379,4.875392808,2.298504937,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,225
1058,52.36471781,4.933703032,2.827119029,2,1,0,1,1,1,2,2,Not Possible,Entire home/apt,79
1059,52.38067539,4.869474297,2.038763581,3,1,1,1,3,1,3,48,Not Possible,Entire home/apt,105
1060,52.37183479,4.872721505,1.987744286,2,1,1,1,2,1,2,26,Not Possible,Entire home/apt,145
1061,52.35066605,4.847227416,4.7533845,2,1,1,1,1,1,3,36,Not Possible,Entire home/apt,95
1062,52.3572812,4.85524619,3.861967684,4,1,1,1,1,1,8,0,Not Possible,Entire home/apt,125
1065,52.37286185,4.866253202,2.358022233,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,167
1066,52.35257963,4.861935523,3.900881495,3,1,2,1,3,1,3,40,Not Possible,Entire home/apt,99
1067,52.3741169,4.873658478,1.836972096,4,1,2,1,1,1,2,4,Not Possible,Entire home/apt,110
1068,52.37395904,4.899177864,0.581433954,4,1.5,2,1,3,1,3,23,Not Possible,Entire home/apt,300
1070,52.36539921,4.87173416,2.4247089,2,1.5,1,1,2,1,2,4,Not Possible,Entire home/apt,149
1071,52.38369577,4.886487465,1.01076764,2,1,1,1,1,1,4,39,Not Possible,Entire home/apt,150
1072,52.37045099,4.862327019,2.697969719,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,120
1073,52.37302736,4.906173189,0.823427013,4,1,2,1,2,1,3,10,Not Possible,Entire home/apt,145
1075,52.36301811,4.91119281,1.96621164,5,2,3,1,1,1,2,9,Not Possible,Entire home/apt,350
1076,52.39108583,4.908351294,1.453902175,2,0.5,1,1,1,1,3,1,Not Possible,Entire home/apt,70
1077,52.37297192,4.854391702,3.132564159,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,89
1079,52.35357679,4.848150126,4.495370836,2,1,1,1,2,1,2,7,Not Possible,Entire home/apt,100
1081,52.34611574,4.872711039,4.098212806,2,2,2,1,1,1,3,2,Not Possible,Entire home/apt,175
1083,52.36104137,4.912556024,2.204521853,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,125
1084,52.3229875,4.856902738,6.880270288,2,1,1,1,1,1,3,26,Not Possible,Entire home/apt,100
1087,52.36164169,4.849970396,3.881194745,4,1,3,1,2,2,2,1,Not Possible,Entire home/apt,250
1088,52.36427511,4.871693394,2.50761801,2,1,1,1,1,1,4,31,Not Possible,Entire home/apt,149
1089,52.37888468,4.84859223,3.448796367,2,1,2,1,1,1,2,5,Not Possible,Entire home/apt,100
1091,52.36829668,4.859351229,2.976361007,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,79
1092,52.36681774,4.875038434,2.151421052,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,135
1095,52.36263505,4.945659131,3.636107427,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,70
1099,52.38229215,4.847767727,3.521350509,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,115
1100,52.39273234,4.925344931,2.313903879,4,2,3,1,2,1,3,0,Not Possible,Entire home/apt,150
1101,52.35508906,4.901633269,2.682273977,2,1,0,1,1,1,2,40,Not Possible,Entire home/apt,115
1102,52.35710905,4.910590432,2.567812022,5,1,3,1,2,1,1,3,Not Possible,Entire home/apt,150
1103,52.35583815,4.895471111,2.608739287,4,1,1,1,2,1,3,15,Not Possible,Entire home/apt,130
1105,52.37522439,4.900713275,0.449072678,4,1,1,1,2,1,3,25,Not Possible,Entire home/apt,98
1106,52.38606007,4.931522687,2.306784566,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,95
1107,52.36346998,4.980681943,5.782724222,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,85
1108,52.38078857,4.854791555,3.033248909,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,98
1112,52.39025999,4.943441441,3.2286323,4,1,3,1,2,1,7,0,Not Possible,Entire home/apt,150
1114,52.38529718,4.871058423,2.040698051,2,1,1,1,1,1,3,7,Not Possible,Entire home/apt,100
1115,52.36944078,4.859282424,2.931266744,4,1,2,1,1,1,2,8,Not Possible,Entire home/apt,189
1116,52.36729524,4.928636233,2.381758624,4,1,2,1,1,1,4,5,Not Possible,Entire home/apt,129
1118,52.3527438,4.89597908,2.94804592,2,1,0,1,2,1,3,23,Not Possible,Entire home/apt,99
1121,52.352744,4.885712598,3.082609167,5,1.5,2,1,1,2,3,17,Not Possible,Entire home/apt,85
1123,52.37393304,4.849428051,3.442039481,2,1,1,1,2,1,2,48,Not Possible,Entire home/apt,100
1124,52.34365446,4.902001753,3.952631628,4,2,4,1,1,1,2,0,Not Possible,Entire home/apt,160
1125,52.34730943,4.890592777,3.593030063,2,1,1,1,1,1,2,18,Not Possible,Entire home/apt,100
1126,52.37228278,4.883068521,1.349497773,2,1,1,1,1,1,3,32,Not Possible,Entire home/apt,225
1128,52.36161561,4.886649312,2.136739756,2,1,2,1,1,2,523,11,Not Possible,Entire home/apt,120
1129,52.37378331,4.875861045,1.70806867,2,1,1,1,1,3,1,0,Not Possible,Entire home/apt,80
1130,52.35123487,4.891231234,3.155841862,2,1,1,1,1,2,5,34,Not Possible,Entire home/apt,125
1131,52.41419843,4.884270496,4.023952955,4,2,3,1,1,1,2,7,Not Possible,Entire home/apt,77
1133,52.37776253,4.881231168,1.244729889,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,120
1136,52.34909417,4.846540056,4.905665639,4,1,1,1,2,1,2,63,Not Possible,Entire home/apt,85
1137,52.36321324,4.889051424,1.909880552,4,1,2,1,1,1,3,109,Not Possible,Entire home/apt,230
1139,52.36818964,4.87374608,2.128490481,4,1,2,1,4,1,1,6,Not Possible,Entire home/apt,169
1142,52.38195914,4.869082082,2.081524951,4,1.5,2,1,1,1,2,19,Not Possible,Entire home/apt,125
1143,52.384195,4.851067083,3.327384131,2,0.5,0,1,2,1,3,90,Not Possible,Entire home/apt,70
1146,52.35297701,4.89238479,2.951788971,4,1,1,1,1,1,2,17,Not Possible,Entire home/apt,190
1147,52.36213365,4.905616679,1.941187756,2,1,1,1,1,2,3,0,Not Possible,Entire home/apt,100
1148,52.37117128,4.939413528,2.855021601,4,1,2,1,3,1,3,4,Not Possible,Entire home/apt,135
1150,52.34925136,4.848410238,4.80147319,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,129
1153,52.36262083,4.831833828,4.942035498,6,1,3,1,2,1,5,28,Not Possible,Entire home/apt,235
1155,52.36713295,4.886813461,1.589857585,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,150
1158,52.36247847,4.854775962,3.55352106,4,1,2,1,3,1,2,5,Not Possible,Entire home/apt,110
1159,52.33422983,4.877156623,5.219798082,4,1,3,1,2,1,2,8,Not Possible,Entire home/apt,129
1161,52.37276306,4.871086384,2.051190964,2,1,2,1,1,1,1,0,Not Possible,Entire home/apt,170
1163,52.37926632,4.877495439,1.488009669,2,1,1,1,1,1,4,27,Not Possible,Entire home/apt,84
1164,52.38056926,4.883550808,1.088071932,4,1,2,1,2,1,2,16,Not Possible,Entire home/apt,190
1166,52.36415688,4.875170812,2.345114445,4,1,2,1,2,1,3,31,Not Possible,Entire home/apt,180
1167,52.36142228,4.857541452,3.460585039,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,110
1168,52.35641413,4.900753762,2.532451294,6,2.5,3,1,1,1,2,0,Not Possible,Entire home/apt,180
1169,52.3467363,4.846738301,5.07848854,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,140
1170,52.32752457,4.874957637,5.976691297,3,1,1,1,3,1,3,4,Not Possible,Entire home/apt,90
1172,52.34820622,4.846980276,4.951969634,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,95
1173,52.35232175,4.916900895,3.212349196,2,1,1,1,1,1,3,12,Not Possible,Entire home/apt,115
1175,52.37036766,4.886692219,1.306828211,3,1,1,1,4,1,3,26,Not Possible,Entire home/apt,175
1177,52.37459458,4.874494027,1.767038527,4,1,2,1,1,1,5,7,Not Possible,Entire home/apt,190
1182,52.35439932,4.910845741,2.861569472,3,1,2,1,3,1,7,3,Not Possible,Entire home/apt,125
1185,52.36237871,4.865223127,2.979300649,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,130
1186,52.38727196,4.956628003,3.982193761,6,2,4,1,1,1,1,0,Not Possible,Entire home/apt,255
1187,52.36033347,4.867604039,3.008902378,4,1,3,1,2,1,3,9,Not Possible,Entire home/apt,150
1189,52.359729,4.893646374,2.197823088,5,1.5,3,1,2,1,2,8,Not Possible,Entire home/apt,149
1190,52.3424936,4.915040302,4.213120037,4,1,2,1,2,2,2,25,Not Possible,Entire home/apt,220
1191,52.35465881,4.91864252,3.021575773,2,1,1,1,1,1,2,37,Not Possible,Entire home/apt,90
1195,52.36103973,4.791178746,7.616614083,4,1,2,1,1,1,2,5,Not Possible,Entire home/apt,190
1196,52.38067605,4.868496794,2.104865419,4,1,3,1,3,1,3,0,Not Possible,Entire home/apt,150
1197,52.36110545,4.891888674,2.073670232,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,210
1199,52.34558762,4.861124038,4.549718047,4,1,2,1,1,1,2,6,Not Possible,Entire home/apt,170
1200,52.34564808,4.8034702,7.503157263,6,1.5,3,1,4,1,2,10,Not Possible,Entire home/apt,175
1201,52.37143647,4.876540752,1.77584636,4,1,2,1,1,1,3,8,Not Possible,Entire home/apt,200
1202,52.3353906,4.906981209,4.894002534,2,1,1,1,1,1,3,0,Not Possible,Entire home/apt,85
1203,52.37010031,4.853359119,3.284709998,2,1,0,1,2,1,3,86,Not Possible,Entire home/apt,50
1205,52.3788311,4.887736181,0.794310881,4,1.5,2,1,4,1,1,7,Not Possible,Entire home/apt,380
1206,52.36036497,4.926318591,2.775566156,2,1,1,1,1,1,3,14,Not Possible,Entire home/apt,129
1207,52.39134151,4.879800006,1.896453488,4,1,2,1,2,1,2,27,Not Possible,Entire home/apt,100
1208,52.35840809,4.939964422,3.591158902,4,1,3,1,2,1,1,0,Not Possible,Entire home/apt,75
1211,52.35813597,4.807316694,6.673528202,4,1,2,1,2,1,3,1,Not Possible,Entire home/apt,109
1216,52.37924624,4.890226934,0.624384503,6,2,3,1,6,1,7,276,Not Possible,Entire home/apt,420
1217,52.38060434,4.858465179,2.783295722,4,1.5,4,1,1,1,3,10,Not Possible,Entire home/apt,179
1218,52.36251345,4.856004634,3.480647587,3,1,1,1,1,1,2,0,Not Possible,Entire home/apt,200
1219,52.36714444,4.920262548,1.946494826,2,1,2,1,1,1,2,1,Not Possible,Entire home/apt,149
1220,52.35175144,4.850632399,4.501200646,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,130
1229,52.31852508,4.968910562,8.227320128,2,1,1,1,1,1,2,13,Not Possible,Entire home/apt,60
1234,52.36849656,4.866662567,2.520709405,4,1,1,1,2,1,2,5,Not Possible,Entire home/apt,77
1235,52.36970037,4.927748703,2.191465507,2,1,1,1,4,1,2,4,Not Possible,Entire home/apt,150
1238,52.35496931,4.916233362,2.9229312,4,1,3,1,2,1,2,12,Not Possible,Entire home/apt,160
1242,52.35858016,4.929279128,3.057168235,4,1.5,2,1,2,1,2,6,Not Possible,Entire home/apt,160
1243,52.34676126,4.870782732,4.094485182,3,2,2,1,1,1,1,1,Not Possible,Entire home/apt,125
1245,52.38328557,4.871998561,1.9156536,2,1,1,1,1,1,3,16,Not Possible,Entire home/apt,115
1246,52.36259692,4.92803345,2.676844405,3,1,2,1,1,1,2,3,Not Possible,Entire home/apt,90
1249,52.36120609,4.852192621,3.776996139,4,1,2,1,4,1,3,7,Not Possible,Entire home/apt,109
1250,52.37664682,4.853913146,3.10066232,2,1,1,1,2,1,2,9,Not Possible,Entire home/apt,89
1251,52.35371978,4.998553449,7.297089613,4,1,2,1,1,1,2,7,Not Possible,Entire home/apt,180
1252,52.35726576,4.937528998,3.552096343,6,1,3,1,1,2,1,0,Not Possible,Entire home/apt,300
1253,52.37601706,4.881968715,1.235916253,2,1,1,1,1,1,2,19,Not Possible,Entire home/apt,110
1254,52.37792192,4.842946022,3.834267144,4,1.5,2,1,2,1,2,2,Not Possible,Entire home/apt,100
1255,52.37012989,4.880669481,1.622797508,4,2.5,3,1,1,1,1,49,Not Possible,Entire home/apt,260
1256,52.40988567,4.900640806,3.412157225,3,1,2,1,1,2,2,0,Not Possible,Entire home/apt,150
1258,52.37213792,4.880542044,1.501998624,4,1,2,1,1,1,3,4,Not Possible,Entire home/apt,200
1260,52.35548891,4.900399031,2.63449443,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,130
1265,52.3768233,4.858381336,2.797036516,3,1,2,1,1,1,2,20,Not Possible,Entire home/apt,120
1267,52.36624892,4.853891976,3.407809914,4,1,2,1,1,1,2,13,Not Possible,Entire home/apt,150
1268,52.37393912,4.8719179,1.955497191,2,1.5,2,1,2,1,2,4,Not Possible,Entire home/apt,115
1274,52.36142588,4.888523503,2.108096586,3,1,1,1,2,1,9,43,Not Possible,Entire home/apt,85
1276,52.36543775,4.912913879,1.780976607,2,1,1,1,1,1,3,22,Not Possible,Entire home/apt,105
1277,52.34826204,4.848368711,4.880318732,4,1,1,1,2,2,90,49,Not Possible,Entire home/apt,115
1278,52.36757725,4.872537573,2.234718843,2,1,1,1,2,1,2,7,Not Possible,Entire home/apt,100
1281,52.36266379,4.86103174,3.187431549,4,1,2,1,2,1,3,89,Not Possible,Entire home/apt,220
1282,52.37443441,4.862774333,2.54222821,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,98
1283,52.3784448,4.849303558,3.401400286,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,120
1284,52.36243584,4.855135046,3.535266189,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,100
1285,52.38158894,4.88421337,1.066146383,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,70
1288,52.34822161,4.910620847,3.524032836,2,1,1,1,2,1,3,44,Not Possible,Entire home/apt,99
1290,52.34959904,4.856991803,4.370976942,4,1.5,3,1,4,1,3,32,Not Possible,Entire home/apt,140
1294,52.3780774,4.875781467,1.609021377,2,1,1,1,1,1,1,19,Not Possible,Entire home/apt,134
1295,52.34265371,4.902467404,4.06521439,4,1,3,1,1,1,2,22,Not Possible,Entire home/apt,189
1296,52.35742468,4.858367666,3.689487749,3,1,2,1,1,1,1,1,Not Possible,Entire home/apt,130
1298,52.37460307,4.847168475,3.581820794,4,1,2,1,1,1,2,0,Not Possible,Entire home/apt,200
1299,52.36263734,4.861369283,3.170445021,2,2,1,1,1,1,3,7,Not Possible,Entire home/apt,125
1300,52.38451944,4.922181893,1.652979728,4,1,2,1,1,1,3,32,Not Possible,Entire home/apt,125
1303,52.36162526,4.889250296,2.070395405,6,1,3,1,1,1,2,19,Not Possible,Entire home/apt,420
1304,52.36856432,4.857023147,3.109894388,2,1.5,1,1,1,1,2,0,Not Possible,Entire home/apt,160
1305,52.37465251,4.837389406,4.238855435,4,1.5,2,1,2,1,2,11,Not Possible,Entire home/apt,100
1306,52.35554666,4.889384421,2.714254898,3,1,1,1,1,1,2,6,Not Possible,Entire home/apt,90
1308,52.34595473,4.825432764,6.233383609,6,1,2,1,1,1,3,0,Not Possible,Entire home/apt,200
1309,52.39220076,4.873435278,2.280219829,2,1,1,1,1,1,3,37,Not Possible,Entire home/apt,93
1312,52.35890048,4.908102744,2.330074725,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,125
1313,52.3536456,4.870120619,3.465918409,5,1.5,3,1,1,1,4,3,Not Possible,Entire home/apt,270
1315,52.36418878,4.859040505,3.207487055,4,1,2,1,4,1,2,15,Not Possible,Entire home/apt,180
1317,52.34852609,4.936030206,4.216457809,5,1,3,1,4,1,2,23,Not Possible,Entire home/apt,250
1318,52.37332662,4.863921792,2.495441442,3,1,2,1,2,1,5,1,Not Possible,Entire home/apt,95
1319,52.38305807,4.872132182,1.900978349,3,1,2,1,1,1,2,1,Not Possible,Entire home/apt,99
1322,52.3496967,4.901437135,3.280160874,2,1,1,1,2,1,3,2,Not Possible,Entire home/apt,109
1323,52.37626693,4.847139422,3.562117514,4,1,2,1,1,1,3,27,Not Possible,Entire home/apt,100
1325,52.37112329,4.871459604,2.098626175,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,175
1328,52.36483669,4.935802765,2.938205477,4,1.5,2,1,4,1,2,16,Not Possible,Entire home/apt,165
1330,52.37064614,4.897430064,0.958981975,2,1.5,1,1,1,3,2,0,Not Possible,Entire home/apt,165
1331,52.35157267,4.896781211,3.07413028,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,80
1332,52.36974543,4.860264786,2.856828227,2,1,1,1,2,1,3,27,Not Possible,Entire home/apt,125
1335,52.37003981,4.913213489,1.381288422,3,1,0,1,2,1,3,21,Not Possible,Entire home/apt,89
1337,52.36359458,4.888829758,1.876268323,2,1.5,1,1,1,1,1,1,Not Possible,Entire home/apt,100
1339,52.36273952,4.863902412,3.02522085,2,1,0,1,1,1,4,19,Not Possible,Entire home/apt,100
1340,52.35137068,4.888815333,3.174130117,4,1,2,1,1,1,3,45,Not Possible,Entire home/apt,225
1342,52.36400366,4.830777477,4.954123586,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,69
1343,52.36854139,4.867769416,2.452330268,3,1,2,1,2,1,2,48,Not Possible,Entire home/apt,110
1344,52.37852287,4.857072214,2.874358862,2,1,1,1,1,1,3,9,Not Possible,Entire home/apt,105
1347,52.36766703,4.866547948,2.572209624,2,1,2,1,1,1,2,19,Not Possible,Entire home/apt,95
1348,52.35176684,4.911528939,3.155927448,2,1,0,1,1,1,2,9,Not Possible,Entire home/apt,110
1350,52.36878894,4.916344334,1.628583147,2,1,1,1,1,1,1,84,Not Possible,Entire home/apt,120
1352,52.39171644,4.876838596,2.070265534,4,1,3,1,4,1,7,2,Not Possible,Entire home/apt,200
1354,52.36458128,4.838890568,4.41653973,4,1,3,1,1,1,3,40,Not Possible,Entire home/apt,172
1355,52.35966774,4.926502619,2.842478605,4,1,1,1,2,1,2,76,Not Possible,Entire home/apt,165
1356,52.39096542,4.907947219,1.430461267,3,1,1,1,3,1,4,6,Not Possible,Entire home/apt,115
1357,52.35673,4.891359521,2.555141328,4,1.5,2,1,4,1,1,249,Not Possible,Entire home/apt,150
1359,52.36420474,4.841163867,4.289562305,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,100
1361,52.3474121,4.914452718,3.67539706,2,1,1,1,1,1,2,23,Not Possible,Entire home/apt,100
1362,52.35491036,4.938658493,3.789947399,5,1,4,1,1,1,3,4,Not Possible,Entire home/apt,165
1365,52.36572131,4.884724822,1.798690484,4,1,2,1,2,1,2,8,Not Possible,Entire home/apt,199
1366,52.35320178,4.881321413,3.13840151,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,180
1367,52.38748796,4.884673603,1.361038775,6,2,3,1,2,1,2,18,Not Possible,Entire home/apt,375
1369,52.37313012,4.860679432,2.713721689,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,118
1371,52.35343206,4.895925414,2.87211009,2,1,1,1,1,1,4,0,Not Possible,Entire home/apt,180
1372,52.38175889,4.87377974,1.763267692,2,1,1,1,1,1,3,12,Not Possible,Entire home/apt,125
1373,52.35952853,4.895141221,2.204074395,4,1,1,1,1,1,14,0,Not Possible,Entire home/apt,200
1375,52.37761185,4.923623849,1.65046903,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,125
1377,52.35033268,5.006756505,7.957449585,4,1,3,1,1,1,1,8,Not Possible,Entire home/apt,110
1378,52.34666928,4.894153313,3.631460959,4,1,2,1,1,1,3,16,Not Possible,Entire home/apt,220
1380,52.38367018,4.849971774,3.3916242,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,90
1381,52.36079934,4.859093065,3.415635757,2,1.5,1,1,1,1,2,3,Not Possible,Entire home/apt,80
1382,52.36542727,4.873396546,2.336347438,2,1,1,1,1,1,3,31,Not Possible,Entire home/apt,100
1384,52.34375881,4.90099295,3.938610873,4,1.5,3,1,1,1,6,7,Not Possible,Entire home/apt,235
1385,52.36170669,4.92663753,2.679839607,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,130
1386,52.35036389,4.906400154,3.237914366,2,1,1,1,1,1,4,20,Not Possible,Entire home/apt,95
1387,52.37569731,4.843588221,3.808032251,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,90
1389,52.35625438,4.896383902,2.556984525,2,1.5,1,1,2,1,2,12,Not Possible,Entire home/apt,105
1390,52.34349223,5.008778018,8.4142268,6,1.5,4,1,4,2,7,0,Not Possible,Entire home/apt,325
1391,52.34475933,4.899155943,3.82604675,2,1,1,1,2,1,3,19,Not Possible,Entire home/apt,128
1392,52.36685159,4.88484149,1.690962466,2,1,1,1,1,1,7,0,Not Possible,Entire home/apt,225
1393,52.38968037,4.877625405,1.883252769,2,1,1,1,1,1,1,7,Not Possible,Entire home/apt,95
1394,52.34539741,4.905944654,3.781020405,2,1.5,1,1,1,1,2,12,Not Possible,Entire home/apt,125
1397,52.38101014,4.850688811,3.312517864,2,1,1,1,2,1,4,11,Not Possible,Entire home/apt,80
1398,52.38168842,4.874657639,1.703238048,3,1,2,1,1,1,3,14,Not Possible,Entire home/apt,119
1399,52.35032711,4.846058557,4.837680972,2,1,1,1,1,1,4,3,Not Possible,Entire home/apt,95
1400,52.37281591,4.874319305,1.844906217,4,1.5,3,1,2,1,5,1,Not Possible,Entire home/apt,129
1401,52.34993545,4.938305346,4.186430584,4,1,2,1,2,1,3,10,Not Possible,Entire home/apt,120
1402,52.36877681,4.85317652,3.344536271,2,1,1,1,2,1,4,14,Not Possible,Entire home/apt,70
1403,52.36838117,4.897431543,1.208657752,4,1,1,1,1,1,3,1,Not Possible,Entire home/apt,160
1406,52.36353243,4.935144296,2.982962512,2,1,1,1,1,1,3,0,Not Possible,Entire home/apt,190
1407,52.36685958,4.872982235,2.25765873,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,115
1409,52.38276311,4.878361471,1.483342967,2,1,2,1,1,1,3,3,Not Possible,Entire home/apt,130
1410,52.36812925,4.853426488,3.354343797,2,1,1,1,1,1,4,17,Not Possible,Entire home/apt,110
1411,52.351199,4.894982548,3.125004221,2,1,1,1,2,1,2,0,Not Possible,Entire home/apt,125
1413,52.36576736,4.871755262,2.397935932,2,1,0,1,1,1,2,1,Not Possible,Entire home/apt,80
1414,52.37349157,4.860477019,2.717377254,2,1,2,1,1,1,2,2,Not Possible,Entire home/apt,65
1416,52.38863167,4.878538282,1.763299072,4,2,3,1,4,1,4,37,Not Possible,Entire home/apt,210
1417,52.35333728,4.855195401,4.154790745,2,1,1,1,1,1,3,40,Not Possible,Entire home/apt,140
1418,52.38841234,4.878512565,1.750320692,4,2,2,1,2,1,4,26,Not Possible,Entire home/apt,145
1421,52.3573236,4.909437639,2.522874234,2,1,1,1,1,1,10,3,Not Possible,Entire home/apt,95
1423,52.37307933,4.892243129,0.835899437,2,1,1,1,1,1,2,21,Not Possible,Entire home/apt,229
1425,52.3322032,4.873883925,5.501671128,6,1,3,1,1,2,2,0,Not Possible,Entire home/apt,275
1427,52.36743156,4.849794783,3.612072614,3,1,2,1,1,1,4,1,Not Possible,Entire home/apt,130
1428,52.36378464,4.869010036,2.681451464,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,99
1429,52.3831241,4.849519835,3.413668216,2,1,1,1,1,1,1,13,Not Possible,Entire home/apt,86
1432,52.35375449,4.926901772,3.385720988,4,1,3,1,4,2,2,5,Not Possible,Entire home/apt,225
1434,52.37925367,4.874425091,1.696275444,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,130
1437,52.36195235,4.858941366,3.348964088,2,1,1,1,1,1,5,0,Not Possible,Entire home/apt,140
1439,52.39361941,4.916019275,1.958892173,4,1,2,1,2,1,2,16,Not Possible,Entire home/apt,130
1441,52.36215947,4.929100961,2.762880755,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,80
1443,52.35450636,4.902423496,2.750366977,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,109
1448,52.35786251,4.89684107,2.376414863,3,1,1,1,1,1,5,15,Not Possible,Entire home/apt,199
1449,52.34602787,4.906214029,3.71367113,2,1,1,1,1,1,2,13,Not Possible,Entire home/apt,140
