#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,review_avg,price
10376,52.36629479,4.867415402,2.602121551,2,1,0,1,1,1,1,26,Not Possible,Entire home/apt,0.740713205,94
10640,52.37451837,4.890515263,0.796994729,2,1,0,1,1,1,1,7,Not Possible,Private room,0.764863639,105
10705,52.39506784,4.87992907,2.205229084,2,1,0,1,1,1,1,0,Possible,Entire home/apt,0.709981767,95
10942,52.35091318,4.924356728,3.568450588,2,1,0,1,1,1,1,3,Not Possible,Entire home/apt,0.738544314,76
10960,52.36139918,4.874701927,2.592913268,2,1,0,1,1,1,1,28,Not Possible,Entire home/apt,0.736380438,97
11065,52.36018097,4.859506989,3.435012105,2,1,0,1,1,1,1,11,Not Possible,Entire home/apt,0.767523639,89
11383,52.37442069,4.898198828,0.536431384,2,1,0,28,1,29,1,3,Not Possible,Private room,0.772746623,99
11501,52.36692749,4.875297712,2.130095947,2,1,0,1,1,1,1,29,Not Possible,Entire home/apt,0.736662661,88
11609,52.36054635,4.935278318,3.194898217,2,1,0,1,1,1,1,8,Not Possible,Entire home/apt,0.755202297,80
11621,52.36791258,4.872435213,2.219133431,2,1,0,1,1,2,1,1,Not Possible,Entire home/apt,0.75173299,90
11784,52.36030763,4.863053581,3.239487032,2,1,0,1,1,1,1,124,Not Possible,Private room,0.754428979,90
12005,52.39102015,4.89070038,1.441937924,2,1,0,1,1,1,1,2,Possible,Entire home/apt,0.745256837,150
12174,52.37886446,4.873376121,1.767792126,2,1,0,4,1,4,1,1,Not Possible,Entire home/apt,0.727969263,105
12204,52.36995478,4.864004386,2.613293112,2,1,0,1,1,1,1,75,Not Possible,Entire home/apt,0.750459502,105
12278,52.3739803,4.839473635,4.108391235,2,1,0,2,1,2,1,117,Not Possible,Private room,0.712119107,79
12511,52.32118582,4.952328917,7.378257758,2,1,0,1,1,1,1,25,Not Possible,Entire home/apt,0.73584187,45
12628,52.35550127,4.892105627,2.678818688,2,1,0,1,1,1,1,6,Possible,Entire home/apt,0.726265129,84
13087,52.36375396,4.872584534,2.501919195,2,1,0,1,1,1,1,22,Not Possible,Entire home/apt,0.715306396,97
13205,52.37394738,4.876404269,1.667161618,2,1,0,1,1,1,1,11,Not Possible,Entire home/apt,0.757241928,120
13214,52.37729143,4.883705313,1.087407347,2,1,0,1,1,1,1,96,Not Possible,Entire home/apt,0.737765196,90
13248,52.37405496,4.902355377,0.604028839,2,1,0,1,1,1,1,0,Possible,Entire home/apt,0.703432782,139
13543,52.37668412,4.877586027,1.507799554,2,1,0,1,1,2,1,9,Not Possible,Entire home/apt,0.701000996,90
13570,52.3396322,4.919792081,4.607822267,2,1,0,1,1,1,1,10,Not Possible,Entire home/apt,0.743435916,100
14192,52.35960579,4.860684636,3.412771428,2,1,0,1,1,1,1,28,Possible,Entire home/apt,0.711715349,159
14244,52.36136352,4.868667304,2.877577355,2,1,0,1,1,1,1,8,Not Possible,Entire home/apt,0.727904491,99
14313,52.35407238,4.892743264,2.827735598,2,1,0,1,1,1,1,9,Possible,Entire home/apt,0.766438909,80
14558,52.37969669,4.880118214,1.311278387,2,1,0,1,1,1,1,112,Not Possible,Entire home/apt,0.722522469,150
14712,52.35145044,4.834195123,5.394120284,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.711031259,120
14758,52.36818866,4.838121037,4.335351141,2,1,0,1,1,1,1,57,Not Possible,Entire home/apt,0.740893928,55
14984,52.37328951,4.882359501,1.330793636,2,1,0,1,1,1,1,28,Not Possible,Entire home/apt,0.719535043,112
10,52.40631459,4.922417798,3.39354146,2,1,1,1,1,1,1,18,Not Possible,Private room,0.859919721,63
41,52.36426009,4.935836637,2.975393998,2,1,1,1,1,1,1,13,Not Possible,Entire home/apt,0.814789292,880
44,52.36318555,4.933377694,2.909854413,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.776924965,95
61,52.36637075,4.872437955,2.3200745,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.816401144,95
66,52.38877296,4.880161035,1.685994963,2,1,1,1,1,1,1,7,Not Possible,Private room,0.847128492,70
117,52.3670029,4.925559713,2.230733155,2,1,1,1,1,1,1,5,Not Possible,Private room,0.720509969,55
130,52.37342974,4.899727471,0.640314483,2,1,1,2,1,2,1,0,Not Possible,Private room,0.883320834,75
137,52.35758682,4.912887775,2.568323918,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,0.791861095,159
151,52.38403268,4.848410421,3.502369107,2,1,1,1,1,1,1,17,Possible,Private room,0.848178612,62
163,52.38069662,4.889345219,0.704365624,2,1,1,2,1,2,1,59,Possible,Private room,0.842435501,99
199,52.37380834,4.881407961,1.361031255,2,1,1,1,1,1,1,0,Possible,Private room,0.767463819,180
213,52.35663017,4.895279665,2.522628204,2,1,1,1,1,1,1,10,Not Possible,Entire home/apt,0.724354335,120
214,52.35151046,5.001911397,7.603737727,2,1,1,1,1,1,1,2,Not Possible,Private room,0.775776386,70
270,52.37108491,4.851476195,3.375631245,2,1,1,1,1,1,1,14,Not Possible,Entire home/apt,0.784164117,120
271,52.39674776,4.917778188,2.314216499,2,1,1,2,1,2,1,0,Not Possible,Private room,0.771970589,84
281,52.35353244,4.901382162,2.854160958,2,1,1,1,1,1,1,20,Not Possible,Entire home/apt,0.736158269,97
364,52.37861183,4.895389186,0.281578031,2,1,1,4,1,4,1,0,Not Possible,Private room,0.824455903,150
374,52.37130389,4.885665634,1.280569772,2,1,1,4,1,4,1,14,Possible,Private room,0.785428794,149
381,52.35785368,4.858041295,3.675296707,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.726595787,150
397,52.34135141,4.896315118,4.210019739,2,1,1,1,1,1,1,3,Possible,Entire home/apt,0.818654016,90
401,52.38725741,4.880582898,1.561501999,2,1,1,1,1,1,1,5,Not Possible,Private room,0.841456027,60
410,52.37622993,4.921977327,1.564417004,2,1,1,2,1,2,1,15,Not Possible,Entire home/apt,0.738489124,90
412,52.36212567,4.856871316,3.454489494,2,1,1,1,1,1,1,11,Not Possible,Entire home/apt,0.773741457,100
425,52.37243546,4.86518469,2.441465164,2,1,1,1,1,1,1,13,Not Possible,Private room,0.757530781,80
429,52.37520009,4.860043454,2.708471002,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,0.736534231,90
430,52.360286,4.928661933,2.888934912,2,1,1,1,1,1,1,3,Not Possible,Private room,0.797985075,80
446,52.3628801,4.865041219,2.95441205,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.805061826,76
452,52.35143091,4.889288074,3.160471932,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.793537263,120
493,52.36753455,4.839250919,4.283305451,2,1,1,4,1,4,1,94,Not Possible,Private room,0.881269018,49
499,52.37017332,4.848843951,3.575141283,2,1,1,2,1,2,1,1,Not Possible,Private room,0.80570567,110
506,52.37807625,4.845982079,3.627830447,2,1,1,2,1,2,1,36,Not Possible,Private room,0.873872736,75
524,52.3813218,4.823710516,5.14179649,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.802994942,100
534,52.36227446,4.876943656,2.420908113,2,1,1,1,1,1,1,10,Possible,Private room,0.776409995,50
554,52.37156247,4.861879678,2.684766668,2,1,1,1,1,1,1,62,Not Possible,Private room,0.823518184,80
559,52.35466411,4.93337801,3.568354407,2,1,1,2,1,2,1,73,Not Possible,Entire home/apt,0.85506243,85
577,52.34939819,4.860582369,4.2318806,2,1,1,1,1,1,1,34,Not Possible,Private room,0.817097278,99
583,52.36858416,4.793783062,7.263662107,2,1,1,1,1,1,1,321,Possible,Private room,0.780841596,120
585,52.37363255,4.893133565,0.750843514,2,1,1,1,1,1,1,16,Not Possible,Private room,0.78982009,95
593,52.36466572,4.941772851,3.295015003,2,1,1,1,1,1,1,7,Not Possible,Entire home/apt,0.795633573,120
597,52.39132424,4.877210149,2.022369711,2,1,1,1,1,1,1,21,Not Possible,Entire home/apt,0.752601646,106
621,52.35662872,4.892317172,2.553057829,2,1,1,2,1,2,1,9,Not Possible,Private room,0.711144342,95
644,52.34740986,4.889726896,3.592331406,2,1,1,1,1,2,1,0,Not Possible,Entire home/apt,0.778775826,125
654,52.36558946,4.863280215,2.880858653,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,0.796276198,90
666,52.38196318,4.888171935,0.823600689,2,1,1,1,1,1,1,6,Not Possible,Private room,0.802192575,79
686,52.37044063,4.897565975,0.98036289,2,1,1,2,1,2,1,9,Not Possible,Private room,0.719192902,78
706,52.36650903,4.850080207,3.632582498,2,1,1,1,1,1,1,0,Not Possible,Private room,0.922090236,38
712,52.37171703,4.861048832,2.733035774,2,1,1,1,1,1,1,2,Not Possible,Private room,0.750652848,300
714,52.38947351,4.887727339,1.391507667,2,1,1,18,1,25,1,0,Not Possible,Entire home/apt,0.706760388,155
715,52.37978359,4.865194035,2.323368925,2,1,1,1,1,1,1,50,Not Possible,Entire home/apt,0.718744264,95
729,52.36689303,4.835347056,4.557361254,2,1,1,2,1,2,1,0,Not Possible,Private room,0.777374267,150
752,52.37777074,4.931378337,2.172887246,2,1,1,1,1,1,1,0,Not Possible,Private room,0.825024135,90
754,52.35541821,4.895241298,2.656785108,2,1,1,1,1,1,1,0,Not Possible,Private room,0.756448749,90
771,52.37146528,4.898221841,0.862210278,2,1,1,1,1,1,1,69,Possible,Private room,0.820392847,99
785,52.37668891,4.899254669,0.278080193,2,1,1,1,1,1,1,26,Possible,Entire home/apt,0.865929379,95
804,52.3480847,5.008188914,8.149445207,2,1,1,1,1,1,1,6,Not Possible,Private room,0.736157573,80
832,52.35243401,4.848913612,4.537601354,2,1,1,1,1,1,1,11,Not Possible,Private room,0.725824847,74
833,52.3505621,4.907854624,3.232112031,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.700527347,80
838,52.36343343,4.892453063,1.813718206,2,1,1,2,1,2,1,140,Not Possible,Private room,0.852448983,75
859,52.32385725,4.884877604,6.227592831,2,1,1,1,1,1,1,14,Not Possible,Private room,0.864248864,70
864,52.3181105,4.97822275,8.641441286,2,1,1,5,1,9,1,24,Possible,Private room,0.738889551,59
866,52.36139113,4.935949653,3.170292507,2,1,1,1,1,1,1,2,Not Possible,Entire home/apt,0.818058265,75
875,52.36699263,4.856189207,3.231628414,2,1,1,1,1,1,1,7,Not Possible,Private room,0.789874579,55
877,52.3663009,4.939220948,3.055910894,2,1,1,1,1,1,1,38,Possible,Entire home/apt,0.812050926,99
879,52.40716327,4.934670674,3.921015424,2,1,1,1,1,1,1,34,Possible,Private room,0.785648562,70
914,52.36335645,4.932986402,2.877232103,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.723991248,100
948,52.35886528,4.858072902,3.602107808,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,0.766424435,135
976,52.36044825,4.863449756,3.208887567,2,1,1,1,1,1,1,5,Not Possible,Entire home/apt,0.748100787,70
980,52.34368438,4.908378838,3.991907665,2,1,1,1,1,1,1,2,Possible,Entire home/apt,0.730063213,105
992,52.38602866,4.869644567,2.158624631,2,1,1,1,1,1,1,0,Not Possible,Private room,0.809946795,70
1013,52.3536532,4.912269995,2.968385534,2,1,1,1,1,2,1,145,Not Possible,Private room,0.820091386,64
1028,52.35584774,4.902021899,2.599750401,2,1,1,1,1,1,1,116,Not Possible,Entire home/apt,0.726362956,99
1049,52.37423668,4.816531389,5.650625164,2,1,1,2,1,2,1,0,Possible,Private room,0.779363982,90
1093,52.35423824,4.856485491,4.022319978,2,1,1,1,1,1,1,0,Not Possible,Private room,0.711894745,75
1098,52.36761276,4.839826364,4.243463023,2,1,1,3,1,3,1,6,Not Possible,Private room,0.877185085,60
1104,52.3415173,4.902959696,4.193115481,2,1,1,1,1,1,1,13,Possible,Private room,0.705186915,40
1110,52.31763745,4.945341373,7.516445193,2,1,1,1,1,1,1,10,Not Possible,Private room,0.8240154,52
1113,52.35968396,4.85967856,3.460177997,2,1,1,2,1,2,1,32,Not Possible,Private room,0.772553375,80
1127,52.37028401,4.893895663,1.05842535,2,1,1,2,1,2,1,268,Possible,Private room,0.872511469,85
1129,52.37378331,4.875861045,1.70806867,2,1,1,1,1,3,1,0,Not Possible,Entire home/apt,0.782399654,80
1184,52.3761155,4.894771966,0.465340813,2,1,1,8,1,45,1,14,Not Possible,Entire home/apt,0.731866722,156
1193,52.33713783,4.871533242,5.041931448,2,1,1,2,1,2,1,1,Not Possible,Private room,0.717980324,70
1237,52.36241936,4.944429501,3.576829905,2,1,1,2,1,2,1,34,Not Possible,Private room,0.873888128,42
1261,52.35497823,4.924070413,3.167569761,2,1,1,1,1,1,1,9,Not Possible,Private room,0.720688866,149
1269,52.35531711,4.878771204,3.000380539,2,1,1,2,1,3,1,5,Not Possible,Private room,0.752233789,120
1275,52.36372673,4.890080524,1.831618845,2,1,1,3,1,3,1,23,Possible,Private room,0.833235392,95
1282,52.37443441,4.862774333,2.54222821,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.828853065,98
1283,52.3784448,4.849303558,3.401400286,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,0.720758964,120
1284,52.36243584,4.855135046,3.535266189,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.723907435,100
1287,52.36960504,4.874888263,1.976503653,2,1,1,1,1,1,1,0,Not Possible,Private room,0.777601265,140
1294,52.3780774,4.875781467,1.609021377,2,1,1,1,1,1,1,19,Not Possible,Entire home/apt,0.762729733,134
1341,52.37283779,4.895129299,0.763731071,2,1,1,1,1,1,1,3,Not Possible,Private room,0.740889318,100
1346,52.35885138,4.912835176,2.436152029,2,1,1,1,1,0,1,3,Not Possible,Private room,0.75121007,66
1350,52.36878894,4.916344334,1.628583147,2,1,1,1,1,1,1,84,Not Possible,Entire home/apt,0.759127133,120
1393,52.38968037,4.877625405,1.883252769,2,1,1,1,1,1,1,7,Not Possible,Entire home/apt,0.700370368,95
1415,52.36318242,4.94467456,3.547746015,2,1,1,1,1,1,1,11,Not Possible,Private room,0.811526931,55
1419,52.34541054,4.854262405,4.846128952,2,1,1,2,1,2,1,7,Not Possible,Private room,0.724129391,79
1429,52.3831241,4.849519835,3.413668216,2,1,1,1,1,1,1,13,Not Possible,Entire home/apt,0.768205337,86
1443,52.35450636,4.902423496,2.750366977,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,0.774391143,109
1469,52.35000146,4.888671178,3.324631895,2,1,1,1,1,1,1,9,Not Possible,Entire home/apt,0.740353058,129
1476,52.35554895,4.936722423,3.64741831,2,1,1,2,1,2,1,8,Possible,Private room,0.701615834,80
1485,52.34700099,4.847675275,5.012885712,2,1,1,1,1,1,1,21,Not Possible,Entire home/apt,0.746782695,89
1506,52.3634841,4.943817205,3.480599302,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.777464969,85
1508,52.37418059,4.852098364,3.258841735,2,1,1,1,1,1,1,117,Not Possible,Private room,0.895335711,60
1520,52.34816717,4.85977659,4.373183731,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.732939487,89
1522,52.38258208,4.857520886,2.867735396,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.721696271,70
1542,52.37007871,4.860087235,2.854681814,2,1,1,1,1,1,1,3,Not Possible,Private room,0.78472243,88
1552,52.3922293,4.868832383,2.531188192,2,1,1,3,1,3,1,2,Not Possible,Entire home/apt,0.781524671,150
1576,52.34401226,4.89274435,3.935267765,2,1,1,1,1,1,1,7,Not Possible,Private room,0.710700776,55
1588,52.37410218,4.89104059,0.802192662,2,1,1,1,1,1,1,0,Not Possible,Private room,0.76901982,200
1606,52.34839172,4.864275215,4.171761828,2,1,1,1,1,1,1,17,Possible,Private room,0.861365651,75
1608,52.36137654,4.862653086,3.185067136,2,1,1,1,1,1,1,42,Possible,Private room,0.820992286,90
1627,52.35677504,4.922897857,2.95620689,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.742784695,120
1634,52.36784509,4.86622845,2.581307084,2,1,1,1,1,1,1,1,Not Possible,Private room,0.718393734,99
1676,52.36276701,4.862922025,3.076670518,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.721169792,130
1678,52.36490559,4.926782058,2.441876807,2,1,1,1,1,1,1,23,Not Possible,Entire home/apt,0.850881862,80
1685,52.36900372,4.928761145,2.289204914,2,1,1,2,1,2,1,78,Not Possible,Entire home/apt,0.757362887,95
1715,52.3572172,4.874038743,2.988290054,2,1,1,1,1,1,1,0,Not Possible,Private room,0.837318532,55
1719,52.35262006,4.905445841,2.980551874,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.786169978,110
1742,52.34456139,4.893244706,3.870829149,2,1,1,2,1,2,1,0,Not Possible,Private room,0.773380141,140
1764,52.3602576,4.863747803,3.207390107,2,1,1,2,1,2,1,11,Not Possible,Private room,0.74027655,120
1772,52.39108501,4.878874641,1.921313679,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.76651293,65
1785,52.38313648,4.871636408,1.935705361,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.846940919,72
1804,52.37603982,4.858085944,2.826466175,2,1,1,1,1,1,1,23,Not Possible,Private room,0.828373972,97
1824,52.36221597,4.889709726,1.998126593,2,1,1,2,1,2,1,3,Not Possible,Private room,0.724442189,75
1835,52.3735559,4.846590109,3.638905935,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.809673777,80
1836,52.31077825,4.951546722,8.385105635,2,1,1,1,1,1,1,76,Not Possible,Private room,0.80429251,60
1840,52.36097698,4.944279232,3.654441947,2,1,1,3,1,3,1,3,Not Possible,Private room,0.744355794,90
1874,52.3688057,4.874111746,2.069279342,2,1,1,1,1,1,1,11,Not Possible,Entire home/apt,0.77387073,118
1923,52.36158641,4.859644309,3.333660023,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.757895299,67
1939,52.35359434,4.906506808,2.884449013,2,1,1,1,1,1,1,16,Not Possible,Entire home/apt,0.817076607,85
1943,52.38030456,4.848054506,3.487254957,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.792733046,75
1952,52.37163075,4.865622521,2.442526662,2,1,1,1,1,1,1,5,Not Possible,Entire home/apt,0.793621914,115
1965,52.37457038,4.881779089,1.302825656,2,1,1,1,1,1,1,12,Not Possible,Entire home/apt,0.82439757,119
1966,52.37114779,4.910391271,1.162477977,2,1,1,2,1,2,1,3,Not Possible,Private room,0.865859482,79
1973,52.34560802,4.905060878,3.751196116,2,1,1,2,1,2,1,8,Not Possible,Private room,0.714149616,60
1984,52.37313905,4.88033355,1.459605085,2,1,1,1,1,1,1,7,Possible,Entire home/apt,0.724324903,125
2005,52.36783062,4.885125393,1.592198345,2,1,1,2,1,2,1,12,Possible,Private room,0.792176554,79
2018,52.34630954,4.910245252,3.726702537,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.710628316,100
2061,52.36053301,4.92815825,2.845517431,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.750479453,140
2071,52.34997371,4.899610035,3.246575214,2,1,1,1,1,1,1,11,Not Possible,Shared room,0.748094198,40
2094,52.35454161,4.856346736,4.006014005,2,1,1,1,1,1,1,0,Possible,Entire home/apt,0.725141253,150
2126,52.35943597,4.852348373,3.875996183,2,1,1,1,1,1,1,34,Not Possible,Private room,0.860440186,50
2137,52.32211295,4.962641105,7.65751393,2,1,1,2,1,2,1,7,Possible,Private room,0.882445161,45
2143,52.35301091,4.902995243,2.919078955,2,1,1,1,1,1,1,0,Not Possible,Private room,0.786709811,70
2145,52.36113933,4.850572324,3.874557263,2,1,1,1,1,1,1,14,Not Possible,Entire home/apt,0.727575408,119
2157,52.37676586,4.85869253,2.776634001,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,0.820750676,99
2184,52.35352471,4.811084262,6.638517953,2,1,1,1,1,1,1,14,Not Possible,Private room,0.97171429,24
2185,52.35460285,4.810245522,6.63969774,2,1,1,2,1,2,1,2,Not Possible,Private room,0.758336642,100
2191,52.36055403,4.945428617,3.745418698,2,1,1,1,1,1,1,22,Not Possible,Private room,0.775027454,52
2227,52.36564994,4.877833744,2.100143335,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,0.734993185,130
2233,52.40993379,4.906505032,3.450030145,2,1,1,11,1,11,1,116,Not Possible,Private room,0.903683496,40
2258,52.37823086,4.890686645,0.602654881,2,1,1,1,1,1,1,16,Not Possible,Private room,0.832503255,60
2267,52.35721511,4.910176601,2.548376943,2,1,1,1,1,1,1,0,Not Possible,Private room,0.7189992,80
2271,52.37481373,4.902071213,0.518142563,2,1,1,1,1,1,1,29,Not Possible,Entire home/apt,0.798860219,113
2288,52.39642614,4.940514112,3.381206488,2,1,1,3,1,6,1,5,Possible,Private room,0.850506125,63
2312,52.36288959,4.877108765,2.361019014,2,1,1,1,1,1,1,28,Not Possible,Private room,0.750281264,95
2356,52.36252725,4.933939541,2.984949402,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.734657607,80
2359,52.36063155,4.941366565,3.514006197,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.805236549,110
2360,52.37933686,4.851956509,3.220441285,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,0.81085471,95
2397,52.38433748,4.810556732,6.055470981,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.74354706,75
2404,52.3700492,4.890602936,1.17909281,2,1,1,2,1,2,1,2,Possible,Private room,0.768582609,85
2432,52.3833257,4.874411934,1.758231483,2,1,1,1,1,1,1,29,Not Possible,Entire home/apt,0.828108614,80
2434,52.37018939,4.876250187,1.863676402,2,1,1,1,1,1,1,11,Not Possible,Entire home/apt,0.816924347,100
2436,52.367385,4.859925107,2.983986896,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.740728399,70
2437,52.36856092,4.897419548,1.188904626,2,1,1,3,1,3,1,66,Not Possible,Private room,0.835797872,75
2446,52.37782522,4.852731697,3.171492269,2,1,1,1,1,1,1,9,Not Possible,Private room,0.721308956,100
2467,52.37389713,4.856101372,2.99766292,2,1,1,3,1,3,1,17,Not Possible,Private room,0.877775063,68
2505,52.35565163,4.879227386,2.953066461,2,1,1,2,1,3,1,2,Not Possible,Private room,0.812590561,120
2548,52.36314066,4.862843774,3.056526695,2,1,1,1,1,1,1,17,Not Possible,Entire home/apt,0.817005293,111
2568,52.37368639,4.846148948,3.665939367,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.760918012,80
2591,52.39161268,4.913394637,1.674208097,2,1,1,2,1,2,1,3,Not Possible,Private room,0.894020317,50
2627,52.35640442,4.909483919,2.622210604,2,1,1,1,1,1,1,7,Not Possible,Entire home/apt,0.726272814,80
2645,52.34261002,4.868529415,4.573905618,2,1,1,1,1,1,1,14,Not Possible,Private room,0.792179812,75
2697,52.34469564,4.906539443,3.863313155,2,1,1,3,1,3,1,8,Not Possible,Private room,0.783010288,75
